ID,Category
"Oberdorf ist eine Ortschaft und eine Katastralgemeinde der Gemeinde Rennweg am Katschberg im Bezirk Spittal an der Drau in Kärnten.Zum Jahreswechsel 1979/1980 befanden sich in der Katastralgemeinde Oberdorf insgesamt 253 Bauflächen mit 39.117 m² und 61 Gärten auf 12.105 m², 1989/1990 gab es 245 Bauflächen. 1999/2000 war die Zahl der Bauflächen auf 574 angewachsen und 2009/2010 bestanden 310 Gebäude auf 573 Bauflächen.[1]",German
"Romig studierte an der Hochschule für Welthandel in Wien. Er promovierte 1950 über „Die Konjunkturforschung als Grundlage der Konjunkturpolitik“ und habilitierte sich 1965 bei dem Spann-Schüler Walter Heinrich. Er sieht sich deshalb auch als Enkelschüler Othmar Spanns. Für seine Habilitationsschrift wurde er 1966 mit dem Kardinal-Innitzer-Preis ausgezeichnet. Er lehrte als Dozent bzw. Gastdozent 1967 an der Hochschule für Welthandel, 1967/68 an der RWTH Aachen und 1969/70 an der Universität Graz. 1969 bis 1986 arbeitete er im Hauptberuf als Planungsdirektor des österreichischen Öl- und Chemiekonzerns OMV. Hier förderte er nachhaltig Wolfgang Ruttenstorfer, dessen Doktorarbeit er 1976 auch betreut hatte.[2]Als grundsätzlicher Gegner der EU fungierte Romig zwischen 1992 und 1994 während der Debatten um den EU-Beitritt Österreichs als Europabeauftragter der Diözese St. Pölten und ihres Ortsbischofs Kurt Krenn und war außerdem Mitglied der Europakommission der katholischen Österreichischen Bischofskonferenz.",German
"Seine Eltern waren der Frankfurter Apotheker und Stadtarzt Ludwig von Hornick (auch Hörnigk) und dessen Frau Maria Elisabeth de Jacobinis (* 1616)[1]. Er ging 1650 mit seinem Vater nach Mainz und studierte dort ab 1654, ab 1657 im damals zu den spanischen Niederlanden gehörenden Leuven[2] und ab 1660 im bayerischen Ingolstadt an der angesehenen katholischen Universität Rechtswissenschaft, wo er 1661 zum Doktor promovierte. 1664/1665 ging er nach Wien und trat dort zunächst in die Dienste des Wiener Neustädter Bischofs Christoph de Rojas y Spinola. Ab 1669 war er als dessen Verwalter in der Pfarre Hartberg in der Steiermark.Ab 1673 arbeitete er gemeinsam mit Johann Joachim Becher in Wien an Handelsstatistiken über die österreichischen und böhmischen Erblande. Johann Joachim Becher war sein Schwager und mit seiner Schwester Maria Veronika von Hörnigk (* 1642) verheiratet. 1680 war er als Sekretär des Grafen und österreichischen Gesandten Johann Philipp Graf Lamberg in Berlin. 1682 veröffentlichte er zwei Traktate über öffentliches Recht, in denen er massiv jedwede französische Begehrlichkeiten auf Reichsterritorium scharf kritisierte. Nach der nur mit Müh und Not abgewehrten Zweiten Wiener Türkenbelagerung des Jahres 1683 verfasste er 1684 eine programmatische Schrift über die notwendige Wirtschaftspolitik, um in Zukunft ökonomisch und damit auch militärisch gegen das Osmanische Reich bestehen zu können. Da zu dieser Zeit bezahlte Söldner einen Großteil der Armee stellten und auch die Loyalität besonders des ungarischen Adels von Geldzahlungen abhängig war, trat er für eine konsequent merkantilistische Politik ein, deren Hauptziel die Vermehrung der verfügbaren Geldmittel sein soll. In diesem zunächst anonym erschienenen Werk mit dem Titel Österreich über alles, wenn es nur will beklagte er:",German
"Der Pensionistenverband wurde am 17. September 1949 in Ottakring als Verband der Arbeiter-, Unfall-, Landarbeiterrentner und Gemeindebefürsorgten Österreichs gegründet. 1975 wurde die Bezeichnung auf Pensionistenverband Österreichs geändert.Die Struktur des Verbandes besteht aus der Verbandszentrale in Wien, den 9 Landesorganisationen, und 110 Bezirksorganisationen. Laut eigenen Angaben hat der PVÖ 1.742 Ortsgruppen mit 386.000 Mitgliedern.[1]",German
"Niue bestritt sein erstes internationales Spiel am 11. September 1983. Nach der desaströsen 4:124-Niederlage gegen die Auswahl Fidschis dauerte es bis 2001, ehe wieder eine Nationalmannschaft Niues auf internationalem Parkett antrat. Der erste Sieg gelang am 29. Juni 2002 mit 52:5 gegen Vanuatu.Die Mannschaft bildet in Ozeanien hinter den Teams aus Fidschi, Samoa und Tonga, die der erweiterten Weltspitze angehören, zusammen mit den Cookinseln und Papua-Neuguinea die zweite Garde.",German
"Brutto startete im Januar 2006 in Bad Gastein erstmals im Snowboard-Weltcup und belegte dabei den 44. Platz. Im Januar 2007 errang sie bei den Snowboard-Weltmeisterschaften in Arosa den 27. Platz und gewann bei der Winter-Universiade in Bardonecchia die Bronzemedaille. Bei den Snowboard-Weltmeisterschaften 2009 in Gangwon gelang ihr der 27. Platz. Bei der Winter-Universiade 2009 in Harbin holte sie erneut die Bronzemedaille. Im März 2009 erreichte sie in La Molina mit dem neunten Platz ihre erste Top Zehn Platzierung im Weltcup. Im folgenden Jahr kam sie bei ihrer ersten Olympiateilnahme in Vancouver auf den 17. Platz. Bei den Snowboard-Weltmeisterschaften 2011 in La Molina wurde sie Achte. Zu Beginn der Saison 2012/13 errang sie in Montafon mit dem zweiten Platz ihre erste Podestplatzierung im Weltcup. Im weiteren Saisonverlauf erreichte sie zwei Top Zehn Platzierungen im Weltcup und zum Saisonende der siebte Rang im Snowboardcross-Weltcup. Zudem errang sie in Telluride den dritten und in Veysonnaz den zweiten Platz jeweils zusammen mit Michela Moioli im Teamwettbewerb. Beim Saisonhöhepunkt den Snowboard-Weltmeisterschaften 2013 in Stoneham belegte sie den sechsten Platz. In der folgenden Saison errang sie den 11. Platz im Snowboardcross-Weltcup. Dabei wurde sie Dritte in La Molina und siegte in Montafon zusammen mit Michela Moioli im Teamwettbewerb. Bei den Olympischen Winterspielen 2014 in Sotschi kam sie auf den 16. Platz. Bei den Snowboard-Weltmeisterschaften 2015 am Kreischberg belegte sie den 13. Platz. In der Saison 2016/17 erreichte sie mit zwei Top Zehn Platzierungen den 11. Platz im Snowboardcross-Weltcup. Außerdem gewann sie zusammen mit Michela Moioli den Teamwettbewerb in Veysonnaz und belegte in Solitude den zweiten Platz im Teamwettbewerb. Beim Saisonhöhepunkt den Snowboard-Weltmeisterschaften 2017 in Sierra Nevada wurde sie Sechste im Einzel. Im Teamwettbewerb wurde sie zusammen mit Michela Moioli Vierte. In der Saison 2017/18 erreichte sie mit sechs Top-Zehn-Platzierungen den zehnten Platz im Snowboardcross-Weltcup. Beim Saisonhöhepunkt, den Olympischen Winterspielen 2018 in Pyeongchang, wurde sie Achte im Snowboardcross.In der folgenden Saison errang Brutto den neunten Platz im Snowboardcross-Weltcup und bei den Snowboard-Weltmeisterschaften 2019 in Park City den 12. Platz im Teamwettbewerb und den sechsten Rang im Einzel. In der Saison 2019/20 kam sie mit vier Top-Zehn-Platzierungen, darunter Platz drei in Big White, auf den siebten Platz im Snowboardcross-Weltcup",German
"Die Sprache der Kuria ist die Bantusprache Kuria. Die nächstverwandten Volksgruppen sind die Kisii oder Gusii, ferner auch die Luhya. Weitere Nachbarn sind die Luo, Massai und Marach.Traditionell waren die Kuria Rinderhirten, heute betreiben sie jedoch auch Ackerbau. Wichtige Ackerbauprodukte sind Kaffee, Zuckerrohr, Tabak und Mais. Im Viktoriasee wird zudem gefischt. Rinder spielen weiterhin eine bedeutende Rolle zur Ernährung mit Milch und seltener Blut, bei Zeremonien und zur Bezahlung des Brautpreises.",German
"Er besuchte 1888 bis 1891 die Bergbauakademie (École des mines) in Lüttich und arbeitete dann eine Zeit lang als Bergbauingenieur. Nachdem 1894 die Gewerbeaufsicht in Belgien gegründet wurde, diente er dort bis zu seiner Pensionierung als Inspektor. Als er während des Ersten Weltkriegs durch die deutsche Besatzung zeitweise seines Amts enthoben war, begann er griechische Mathematiker zu studieren.Er veröffentlichte teilweise noch heute als vorbildlich geltende französische Übersetzungen antiker Mathematiker, wie der Werke des Archimedes (1921), den Kegelschnitten von Apollonios von Perge (1923), der Arithmetik von Diophant von Alexandrien (1926), der Sphärik des Theodosios von Bithynien (1927), der Werke von Serenus von Antinoupolis (1929), der Werke von Pappos (1933), der Optik von Euklid (1938), dem Euklid-Kommentar von Proklos, Werken von Didymos Chalkenteros, Anthemios von Tralleis sowie von Fibonacci (Livre des nombres carrés, 1952).",German
"Heathrow Airport Holdings Limited[1], bis Ende 2012 BAA Limited, ist der Besitzer und Betreiber des britischen Flughafens London-Heathrow. Seit Juli 2006 gehört das Unternehmen einem Konsortium unter der Führung des spanischen Konzerns Ferrovial. HAH ist auch Besitzer und Betreiber des Heathrow Express.Mit dem Gesetz British Authority Act wurde 1966 die British Airports Authority geschaffen. Diese übernahm die Verantwortung über ursprünglich vier Flughäfen im Staatsbesitz: Heathrow, Gatwick, Stansted und Glasgow-Prestwick. In den folgenden Jahren kamen Edinburgh, Aberdeen und Southampton hinzu.",German
"Jukka Jalonen spielte in seiner aktiven Karriere nur eine einzige Spielzeit lang im professionellen Eishockey. In der Saison 1985/86 bestritt er zwei Spiele für JyP HT in der SM-liiga, der höchsten Spielklasse Finnlands. Anschließend war er nur im Amateurbereich aktiv.Nach seinem Karriereende übernahm Jalonen 1992 das Traineramt bei Ilves Tampere, das er drei Jahre lang in der SM-liiga betreute. Anschließend trainierte er Lukko Rauma in der Saison 1996/97, ehe der Finne erstmals im Ausland tätig war, wo er zunächst ein Jahr lang den HC Alleghe aus der italienischen Serie A und schließlich zwei Jahre die Newcastle Jesters aus der Ice Hockey Superleague trainiert.",German
"Bereits im Jahr 1826 zog Oscar Turner mit seinen Eltern in das Fayette County in Kentucky, wo er die öffentlichen Schulen besuchte. 1843 ließ er sich im Ballard County nieder. Nach einem Jurastudium an der Transylvania University in Lexington und seiner 1847 erfolgten Zulassung als Rechtsanwalt begann er in seinem neuen Beruf zu arbeiten.Nach dem Bürgerkrieg begann Turner eine politische Laufbahn. Zwischen 1867 und 1871 saß er im Senat von Kentucky. Bei den Kongresswahlen des Jahres 1878 wurde Turner als unabhängiger Kandidat im ersten Wahlbezirk von Kentucky in das US-Repräsentantenhaus in Washington, D.C. gewählt. Dort trat er am 4. März 1879 die Nachfolge von Andrew Boone an. Nach zwei Wiederwahlen konnte er bis zum 3. März 1885 drei zusammenhängende Legislaturperioden im Kongress absolvieren. Zwischenzeitlich schloss er sich der Demokratischen Partei an. Seine zweite Amtszeit zwischen 1881 und 1883 absolvierte er als deren Kandidat im US-Repräsentantenhaus.",German
"Igor Tadić kam 1990 im Alter von vier Jahren in die Schweiz zu seinen Eltern. Er hatte zuvor bei seinen Grosseltern in Serbien gelebt. Beim SC Steinhausen durchlief Tadic die Juniorenabteilung. Als ein möglicher Wechsel in die U-18-Mannschaft des SC Kriens ein Thema wurde, wurde er jedoch als zu schwach beurteilt. In der 3. Liga spielte Tadic in der 1. Mannschaft des SC Steinhausen, bis er 2005 in die 1. Liga zum FC Zug 94 wechselte. 2009 erfolgte innerhalb der 1. Liga der Wechsel zum SC Kriens, mit welchem er in derselben Saison den Aufstieg in die Challenge League schaffte. In der Saison 2011/12 schoss Igor Tadic in der Hinrunde insgesamt 14 Tore, plus sechs weitere Treffer im Schweizer Cup.Der damalige Tabellenführer der Challenge League, FC St. Gallen, verpflichtete den Stürmer für die kommende Saison 2012/13. Es war der erste Profivertrag für Tadic, der bis anhin nebenbei noch als Bauspengler arbeitete. Nach dem Aufstieg des FCSG gab Igor Tadić beim Heimspiel gegen die Grasshoppers Zürich sein Debüt in der Super League. Sein erstes Tor schoss er im Cup gegen den unterklassigen FC Altstetten, wo er zum 7:0-Endstand traf. In der Meisterschaft kam er während der gesamten Saison auf acht Teileinsätze, blieb jedoch ohne Torerfolg. Meist stand Tadić im Kader der U-21-Mannschaft in der 1. Liga Promotion, wo er mit zwölf Treffern in elf Spielen massgeblichen Anteil am Klassenerhalt hatte.",German
"DownThemAll! zeichnet sich vor allem durch problemloses Abbrechen und Wiederaufnehmen von Downloads aus, dem sogenannten Multi-Part-Downloading. Ebenfalls kann jeder Inhalt einer Webseite mit einem Klick heruntergeladen werden. Die Downloads können auch nach Typ (zum Beispiel alle Bilder oder alle PDF-Dateien einer Seite) gefiltert werden. Seit der Version 1.0b1 wurde die Unterstützung von Metalink hinzugefügt. Dadurch können mehrere URLs sowie weitere Informationen und Checksummen für eine Datei an dTa! übermittelt werden.Mit der Veröffentlichung von Firefox Quantum (Version 57) funktionierte das Add-on auf Grund von Änderungen in der API nicht mehr. Der Entwickler erklärte, dass die neue Version eine eingeschränkte Funktionalität haben würde, aber in der Entwicklung bleibt.[4] So werden z. B. die originalen Zeitstempel der heruntergeladenen Dateien nicht mehr übertragen.",German
"England im Jahr 1938: Laura Jesson ist verheiratet und hat zwei Kinder. Die Beziehung mit ihrem Ehemann Fred ist harmonisch, verläuft aber in leidenschaftslosen Bahnen. Sie ist eine ganz normale Hausfrau, die einmal in der Woche in die Stadt fährt, um dort einzukaufen und ins Kino zu gehen. Bei einer dieser allwöchentlichen Fahrten in die Stadt lernt sie im Warteraum des Bahnhofs den Arzt Alec kennen. Auch er ist verheiratet und hat zwei Kinder. Beide beschließen, sich ab jetzt jede Woche am Bahnhof zu treffen. Bald haben beide ihre Probleme damit, dass diese Treffen sich nicht in eine Affäre verwandeln.Laura und Alec gehen in Cafés und ins Kino, immer in der Angst, von Bekannten gesehen zu werden. Nach mehreren Treffen gehen sie in die Wohnung, die einem Bekannten Alecs gehört. Doch sie werden von der unerwarteten Rückkehr des Bekannten gestört. Beide merken, dass ihre Beziehung keine Zukunft hat, wenn sie ihre Familien nicht zerstören wollen. Sie entschließen sich zur Trennung – um diese leichter zu machen, beschließt Alec, ein Arbeitsangebot in Johannesburg anzunehmen.",German
Werktitel:Siehe auch:,German
in Deutschland:in Österreich:,German
"Die Einöde liegt am Fuße des Hollerbergs (538 m ü. NHN, 1 km südlich), der noch zu den nördlichen Ausläufern der Fränkischen Schweiz zählt. Ein Anliegerweg führt nach Plösen (0,2 km nordöstlich).[2]Mit dem Gemeindeedikt (frühes 19. Jahrhundert) wurde Kammer dem Steuerdistrikt Mistelgau und der Ruralgemeinde Plösen zugewiesen. Am 1. Januar 1972 wurde Kammer im Zuge der Gebietsreform in Bayern in die Gemeinde Mistelgau eingegliedert.",German
"Titelverteidiger war der FC Banants Jerewan. Der Tabellenletzte der letzten Saison, FC Alaschkert Martuni, konnte wieder in der Klasse antreten, da es keinen Aufsteiger gab.",German
"In Walsdorf befinden sich der größte Judenfriedhof und eine der ältesten Kirchen der Region. Infolge ihrer reichsritterschaftlichen Vergangenheit hat die Gemeinde den mit Abstand höchsten Anteil von Angehörigen der evangelischen Kirche im katholisch geprägten Landkreis Bamberg. Die St.-Laurentius-Kirche ist die Mutterkirche für die evangelischen Gemeinden der umliegenden Orte. Das kulturelle Erbe der Gemeinde ist an einigen Baudenkmälern, insbesondere Fachwerkhäusern aus dem 18. und 19. Jahrhundert, sichtbar.Walsdorf zählt regionalplanerisch zum Äußeren Verdichtungsraum und ist damit ein Bindeglied zwischen ländlichen und stadtnahen Gemeinden. Im Vergleich zur angrenzenden Gemeinde Stegaurach fehlt Walsdorf die Stadtbus-Anbindung, der Weg nach Bamberg ist rund ein Drittel länger und die Fahrzeit in das Gewerbegebiet Bamberger Hafen minimal kürzer. Die klimatischen Bedingungen (Jahresmitteltemperatur: 8 °C, Niederschlag: 650–700 mm, Vegetationsperiode: 220–225 Tage) sind im oberfränkischen Vergleich günstig.[2]",German
"Die Sammlung beinhaltet seltene Werke wie zum Beispiel zwei exakte Kopien der Gospel of Barnabas und eine Erstausgabe der Philosophiae Naturalis Principia Mathematica von Sir Isaac Newton.Die Fisher Library, die sich an der Eastern Avenue auf dem Darlington/Camperdown Campus der Universität Sydney befindet und an den Victoria Park angrenzt, ist das Hauptgebäude. Sie besteht eigentlich aus zwei zusammengelegten Bibliotheksgebäuden, die aus finanziellen Gründen in der Anfangsphase der Bibliothek getrennt gebaut wurden:",German
"Der Sohn des Polykarp Leyser II. (1586–1633) und der Sabine Volckmar (1598–1634) studierte nach seiner Schulzeit Theologie an den Universitäten in Leipzig, Wittenberg und Kopenhagen. Nach seinem Abschluss wurde Leyser im Jahr 1650 zunächst als Sonnabendsprediger an die Leipziger Thomaskirche übernommen, bevor er bereits ein Jahr später als Diaconus an die Marktkirche Unser Lieben Frauen in Halle a. d. Saale wechselte. Im Jahr 1662 wurde er als Superintendent nach Langensalza berufen sowie zwei Jahre später als Domprediger an den Magdeburger Dom, wo er im Jahr 1668 zum Oberdomprediger befördert wurde. Ab 1671 lebte er im Haus Gouvernementsstraße 1.Darüber hinaus war er bereits ab 1666 als Co-Adjutor für die Kirchen und Schulen in Braunschweig zuständig und später als kurbrandenburgischer „Inspector primarius“ im Holzkreis tätig.",German
"Kawamoto erlernte das Fußballspielen in der Schulmannschaft der Yokkaichi Chuo Technical High School. Seinen ersten Vertrag unterschrieb er 2001 bei Ōita Trinita. Der Verein spielte in der zweithöchsten Liga des Landes, der J2 League. 2002 wurde er mit dem Verein Meister der J2 League und stieg in die J1 League auf. 2004 wechselte er zum Drittligisten Ehime FC. 2005 wurde er mit dem Verein Meister der Japan Football League und stieg in die J2 League auf. Danach spielte er bei Sagawa Printing und Zweigen Kanazawa. Ende 2012 beendete er seine Karriere als Fußballspieler.[1][2]",German
"Erste Planungen zur Errichtung der Talsperre wurden 1968 durchgeführt. Mit dem Bau der Talsperre wurde 1975 begonnen; sie wurde 1980 fertiggestellt. Die Talsperre dient neben der Stromerzeugung auch dem Hochwasserschutz und der Trinkwasserversorgung.[1] Sie ist im Besitz der Korea Water Resources Corporation.[2]Das Absperrbauwerk ist eine Kombination aus einer Gewichtsstaumauer aus Beton auf der rechten und einem Steinschüttdamm auf der linken Flussseite. Die Höhe des Absperrbauwerks beträgt 72 m; die Länge von Mauer- und Dammkrone liegt bei insgesamt 495 m.[1][2][3] Die Breite der Staumauer beträgt an der Basis 58 m und an der Krone 6 m.[1] Das Volumen des Bauwerks beträgt 1,234 Mio. m³.[2] Die Wehranlage mit den sechs Wehrfeldern befindet sich in der Flussmitte; über sie können maximal 6000 m³/s abgeleitet werden.[1]",German
"Artest galt lange als einer der besten Verteidiger der NBA und wurde nach der Saison 2003/04 zum NBA Defensive Player of the Year gewählt.Artest wurde 1999 von den Chicago Bulls an 16. Stelle des NBA-Drafts 1999 ausgewählt. Für seine Leistungen im ersten Profijahr wurde er 2000 in das NBA All-Rookie Second Team berufen. Es folgten Stationen bei den Indiana Pacers, Sacramento Kings, Houston Rockets, New York Knicks und – unterbrochen durch Ausflüge in die chinesische und italienische Liga – den Los Angeles Lakers.",German
"Asbjørn Riis stammt gebürtig von der dänischen Insel Mors. Er wurde durch die Rolle des 10. Kriegers Halga, im Film Der 13te Krieger, mit Antonio Banderas, international bekannt. Er ist auch seit den 1990er Jahren als Fernsehmoderator tätig, wo er WWF und WCW auf dem dänischen TV Kanal TV3 präsentierte. Riis schuf seinen Künstlernamen „Der Große Dänische Bär“ 1991, welcher bis heute sein Image ist.Daneben ist er auch als Bodybuilder und Model bekannt und betreibt zudem eine Schule für professionelles Wrestling, welche die einzige in Dänemark ist.",German
"Der Bahnhof Neckargemünd ist neben dem S-Bahn-Haltepunkt Neckargemünd Altstadt eine von zwei in Betrieb befindlichen Bahnstationen in der nordbadischen Stadt Neckargemünd, wenig östlich von Heidelberg. Er liegt an der Neckartalbahn von Heidelberg über Neckarelz nach Bad Friedrichshall und der Elsenztalbahn über Sinsheim nach Bad Friedrichshall. Seit Dezember 2003 ist er Halt der Linien S1 und S2 der S-Bahn RheinNeckar, seit Dezember 2008 auch der Linien S5 und S51.Der Bahnhof Neckargemünd liegt westlich der Altstadt von Neckargemünd, direkt an der Bundesstraße 37 und unweit des Neckars. Die Elsenztalbahn macht hier – genau wie die Elsenz bzw. der Neckar – zwei enge Bögen um den Neckarriedkopf herum, und verlässt den Bahnhof Richtung Süden. Die Neckartalbahn quert am östlichen Ende des Bahnhofs die Elsenz und führt durch den Reichensteintunnel.",German
"Gegründet wurde Sub7even im Jahr 1999 von den ehemaligen Rage-Mitgliedern Christian Wolff, Sven Fischer, Spiros Efthimiadis, Christos Efthimiadis sowie dem bis dato nur regional bekannten Sänger Daniel Wirtz. Noch im selben Jahr wurde die Band vom Plattenlabel BMG unter Vertrag genommen.Im Jahr 2000 erschien das Album Sub7even und die dazugehörige Single Weatherman, welche bundesweit ein Erfolg wurde und Platz 38 in den Media Control Charts erreichte. Im Dezember des Jahres hatte die Band einen Gastauftritt in der Seifenoper Verbotene Liebe.",German
David Deroo gewann 2006 eine Etappe bei Ruban Granitier Breton. Außerdem wurde er Etappendritter beim Circuit des Ardennes. Gegen Ende der Saison fuhr er bei dem niederländischen Professional Continental Team Skil-Shimano als Stagiaire und fuhr für diese Mannschaft bis Ende der Saison 2010.,German
"Calò begann 1948 in Il berretto a sonagli unter der Regie von Luigi Squarzina mit der Theaterarbeit, die sie ab dem Folgejahr mit Filmrollen mischte. Dabei war sie in den ersten Jahren ihrer Karriere auch in Hauptrollen zu sehen; so spielte sie neben Totò in Totò le Moko. Im Laufe der Zeit spezialisierte sie sich jedoch auf substantielle Nebenrollen und kam so zu einer großen Anzahl interessanter Filme aller Genres, vom Abenteuer- über den mythologischen Film bis zu Western und „Sexy Comedies“. Gelegentlich arbeitete Calò, die oftmals das Pseudonym Carrol Brown erhielt, auch für das Fernsehen.[1] Im Theater spielte sie hauptsächlich in Dialektstücken und Revuen.[2]Später in ihrer Karriere wandte sich Calò auch dem Schauspielunterricht und der Inszenierung von Stücken mit der Theatergruppe „Il Vaso di Pandora“ zu.[3]",German
"Die Aba-Insel (arabisch جزيرة_آبا, DMG Jazīrat Ābā,) ist eine Binneninsel im Weißen Nil südlich von Khartum, Sudan. Es ist die ursprüngliche Heimat des Mahdi im Sudan und die spirituelle Basis der Umma-Partei. Die Insel gehört zum Bundesstaat An-Nil al-abyad, Distrikt al-Dschabalian.Die Insel war der Ort der ersten Schlacht des Mahdi-Aufstand, die Schlacht von Aba, am 12. August 1881.",German
Es war die elfte Teilnahme Costa Ricas an Olympischen Sommerspielen.Die Triathletin Karina Fernández trug die Flagge Costa Ricas während der Eröffnungsfeier im Stadium Australia.[1],German
"Nach 33 Spieltagen teilte sich die Liga in ein Meisterplayoff und ein Abstiegsplayout mit jeweils sechs Teams, in denen jede Mannschaft einmal gegen jedes Team der Gruppe antrat.Titelverteidiger und Rekordmeister Linfield FC konnte den Titel nicht verteidigen. Neuer Meister wurde Cliftonville FC.",German
"Winklern bei Oberwölz war bis Ende 2014 eine Gemeinde mit 863 Einwohnern (Stand: 31. Oktober 2013)[1] im Gerichtsbezirk bzw. Bezirk Murau in der Steiermark. Seit 1. Jänner 2015 ist sie im Rahmen der steiermärkischen Gemeindestrukturreform mit den Gemeinden Oberwölz Umgebung, Schönberg-Lachtal und Oberwölz Stadt zusammengeschlossen, die neue Gemeinde führt den Namen „Oberwölz“.[2]",German
"Bei einer Vergrößerung mittels Implantaten setzt der Chirurg Schnitte an der Unterfalte des Pos und platziert die Implantate so im Gesäßmuskel. Dort hat er zuvor eine Art Tasche präpariert, damit die Implantate später nicht verrutschen. Die darüber liegende Muskelschicht verhindert, dass die Silikonkissen nach der Operation sichtbar sind. Die Naht sollte später so liegen, dass diese nicht sichtbar ist.Mögliche unangenehme Nebenwirkungen können unter anderem anhaltende Schmerzen sein, die vor allem dann auftreten, wenn der Patient sitzt.",German
"Alphabet der Städte und Gemeinden mit den zugehörigen Orten. Orte, die eingeklammert sind, sind nach derzeitigem Stand (19. August 2019) keine amtlich benannten Gemeindeteile mehr.[2] Die Zahl der Gemeindeteile richtet sich nach dem derzeitigen Stand.In Fettschrift erscheinen die Orte, die namengebend für die Gemeinde sind, in Kursivschrift Weiler, Einöden, Einzelgebäude, Häusergruppen, Höfe, Burgen, Schlösser, einzeln stehende Kirchen und Kapellen sowie Wüstungen. In Klammern ist die Gemeinde angegeben.",German
"Zu den Sehenswürdigkeiten des Ortes an der New York State Route 17M gehören der Hillside Friedhof, das Tuthill Cut Glass Co. Museum und die Christ Church.Aus Middletown stammen die beiden Metal-Bands Morpheus Descends und My Bitter End. Das Medienunternehmen Dow Jones Local Media Group hat hier seinen Sitz.",German
Nobelpreise werden nicht verliehen.,German
"Das heutige Museum ist aus der Sammlerleidenschaft des in Hannover geborenen Schaustellers Erich Knocke (1927–2011) hervorgegangen. Die gesammelten Exponate befanden sich bis 1996 am Berliner Platz in einer Halle bei dem Essener Großmarkt. Die Stadt Essen, die mit dem Markt- und Schaustellermuseum seit Jahren eng verbunden ist, stellte nach Abriss des Großmarktes eine Fabrikhalle in der Nähe des Hauptbahnhofs unentgeltlich zur Verfügung. Hier kann jetzt der Besucher an restaurierten Originalen die Entwicklung des Schaustellergewerbes, aber auch das Vergnügen auf Jahrmärkten lebendig nachvollziehen.Es gibt nur Gruppenbesichtigungen.",German
"Jabłoński wuchs in Polen auf und begann schon in der Jugend zu segeln. Als ihm trotz zahlreicher Erfolge die Olympiateilnahme verwehrt wurde, wanderte er 1986 nach Deutschland aus. Er musste seinen Lebensunterhalt zunächst durch Nebenjobs finanzieren und trainierte auf dem Steinhuder Meer. 1993 gewann er mit Deutschland den Admiral’s Cup. Ab 1992 wurde er zudem elf Mal Weltmeister, 4 Mal Vizeweltmeister und acht Mal Europameister im Eissegeln. Er war Steuermann in sehr erfolgreichen deutschen Segelprojekten wie Container, Pinta und Thomas-i-Punkt. Nachdem seine America’s Cup-Kampagne Polska 1 gescheitert war, begann er 2005 als Steuermann auf Desafío Español. Er führte das Team beim America’s Cup ins Halbfinale. Anschließend war er beim United Internet Team Germany als Skipper verpflichtet. Nachdem es 2008 aufgelöst worden war, segelte er erfolgreich als Taktiker auf deutschen Super Maxi Yachten wie Y3K, Saudade und Hetairos. Unter den Berufsseglern ist er nicht nur als begabter Steuermann und Taktiker, sondern auch als Manager von internationalen Segelprojekten anerkannt. Er ist Vorsitzender des Segelclubs Olsztyn.[1]",German
Die Abkürzung RfH steht für,German
"Masja erlebte die Belagerung von Leningrad (dort fiel sein Vater im Zweiten Weltkrieg und seine beiden Großväter starben während der Belagerung). Er gewann schon als Schüler erste Preise bei den lokalen Mathematik-Olympiaden in Leningrad. 1955 begann er an der Universität Leningrad zu studieren u. a. bei Solomon Michlin. 1959 erschien seine erste Veröffentlichung und 1960 machte er seinen Abschluss. 1962 erhielt er einen Preis als bester Nachwuchsmathematiker der Leningrader mathematischen Gesellschaft und wurde er an der Lomonossow-Universität promoviert (Kandidat) und 1965 habilitierte er sich (russischer Doktorgrad) in Leningrad. Von 1960 bis 1986 war er Wissenschaftler am Institut für Mathematik und Mechanik der Universität Leningrad und 1968 bis 1972 auch Professor am Schiffbau-Institut. 1986 ging er an das neu gegründete Leningrader Institut für Ingenieursstudien der Russischen Akademie der Wissenschaften, wo er die Abteilung mathematische Modelle der Mechanik leitete. Masja wanderte 1990 nach Schweden aus, wo er seit 1993 Professor in Linköping ist. Seit 2004 ist er gleichzeitig Professor an der Universität Liverpool. 2004 bis 2008 war er Professor an der Ohio State University. Er war u. a. Gastprofessor an der École polytechnique, am Institut Henri Poincaré in Paris und am Schrödinger-Institut in Wien.Masja arbeitete u. a. in der Theorie der Sobolew-Räume (wo er Zusammenhänge mit geometrischen isoperimetrischen Ungleichungen fand), der Theorie der Kapazitäten und in der Hydrodynamik (Theorie der Wasserwellen, Navier-Stokes-Gleichungen in Gebieten mit irregulären Rändern, stationäre Strömung in drei Dimensionen mit freier Oberfläche). Ende der 1960er Jahre fand er unabhängig von Ennio de Giorgi Gegenbeispiele für Hilberts 19. und 20. Problem. Er arbeitete auch über Elastizitätstheorie, nichtlineare Potentialtheorie, Approximationstheorie, Wavelets, Spektraltheorie, asymptotische und Randwertprobleme partieller Differentialgleichungen sowie numerische Verfahren für partielle Differentialgleichungen.",German
