ID,Category
"Au menu : La tentative de coup d’Etat au Niger alors que le président élu, Mohamed Bazoum, prend ce vendredi fonction, en RDC, l'appel du président de l'Assemblée nationale aux députés sur l'insécurité dans l'est du pays, fait polémique, le gouvernement camerounais qui part en guerre contre les églises de réveil pour non-respect des mesures barrières contre la Covid-19
",French
"Le Niger : le gouvernement confirme une tentative de putsch déjouée, plusieurs arrestations dans le rang des putschistes; Côte d'Ivoire : la CPI confirme en appel l’acquittement de Laurent Gbagbo et de Charles Blé Goudé; Mali : les réactions après le rapport de l’ONU sur la frappe aérienne de la force Barkhane près de Bounty; RCA : l’ONU préoccupée par l’implication de mercenaires russes. ",French
"Ils sont venus du Sénégal, du Bénin, du Togo, de Côte d'Ivoire, de Guinée et du Burkina Faso. Des comédiens et conteurs d'Afrique de l'ouest se sont donnés rendez-vous à Ouagadougou pour raconter de belles histoires africaines sous forme de conte.",French
"Alors que l’Allemagne fait face à la troisième vague de la pandémie, Vu d’Allemagne tente de comprendre pourquoi, en plus, la chancelière et les Länder s’écharpent sur les mesures à prendre. Dans ce podcast également : un reportage à la frontière entre la France et l’Espagne où des personnes migrantes se retrouvent à la rue.",French
"Il est artiste et véritable star dans son pays, le Ghana, où il veut toujours faire vivre le reggae. Son nom : Abubakar Ahmed alias Blakk Rasta. Immersion dans son univers artistique. ",French
"Interview avec Hans Joachim Preuss, représentant de la Fondation allemande Friedrich Ebert à Cotonou.",French
Des coups de feu entendus à Niamey. Rapport de la Minusma sur le raid de Barkhane à Bounti. Inquiétudes de la fille de Paul Rusesabagina pour son père.,French
Rapport accablant de la Minusma sur le raid français près de Bounti au Mali. Les menaces russes envers François Bozizé. Les campagnes au Tchad et au Bénin. Et la restitution progressive par l'Allemagne de bronzes de Benin City pillés durant la colonisation.,French
"Dans ce journal : La Centrafrique où a lieu ce mardi, l'investiture du président Touadéra et l’ambassadeur de Russie à Bangui qui somme François Bozizé de déposer les armes. La présidentielle du 11 avril au Bénin, nous donnons la parole au duo-candidats Alassane Soumanou-Djimba et Paul Hounkpè. Nous reviendrons sur la françafrique un sujet délicat pour la France à cause de son passé colonial.",French
Terrorisme en Côte d'Ivoire? Les gages d'Emmanuel Macron à l'Afrique. Les menaces de la Russie à l'encontre de François Bozizé.,French
"Le business des cheveux a pris de l'ampleur. Malgré le coût élevé de ces cheveux humains, les femmes, jeunes et même moins jeunes, montrent un grand intérêt pour les cheveux humains importés pour la plupart de l'Inde, de Dubaï et de l'Europe. L'engouement pour les cheveux humains au Cameroun pose en revanche un problème d'identité.",French
"Chaque année, un cancer est diagnostiqué chez quelque 400 000 enfants et adolescents de 0 à 19 ans. Les formes les plus fréquentes sont la leucémie, les cancers du cerveau, les lymphomes et les tumeurs solides. Malheureusement le cout de la prise en charge reste un défi pour les parents. ",French
"Cette semaine dans Éco Afrique, nous découvrons pourquoi des chasseurs ghanéens sont devenus gardes-chasse et nous rencontrons un entrepreneur sud-africain qui mise tout sur le vélo.",French
"En Allemagne, des entreprises s’intéressent de près au concept cradle-to-cradle – du berceau au berceau en français –, créant une économie circulaire complète pour les produits qu’ils fabriquent. Cela implique de choisir des moyens durables de produire des biens sans produire de déchets.",French
"En Afrique du Sud, le chômage des jeunes est élevé et la pandémie de coronavirus vient jeter de l’huile sur le feu. Un jeune entrepreneur du Cap se mobilise pour sa communauté à l’aide d’une idée simple mais ingénieuse : un service de livraison à vélo.",French
"Une ancienne agent de police français s’est lancée dans la conception de sacs et d’accessoires punk à partir de matériaux végétaux, tels que des fibres de feuilles d’ananas et du cuir de cactus.",French
"Un ancien chasseur s’est lancé dans la défense de la cause animale. Il ne ménage pas ses efforts pour convaincre les habitants de la région de la Volta, au Ghana, de préserver les écosystèmes.",French
L’érosion côtière dans la région des Niayes au Sénégal menace les moyens de subsistance de centaines de maraîchers qui cultivent leurs légumes sur ces terres. Une initiative tente de remédier au problème en reboisant la zone côtière.,French
"Les communautés de pêcheurs du monde entier souffrent de conditions climatiques extrêmes et de l’érosion côtière. Comme en Sierra Leone, où les habitants des Îles de la Tortue se battent pour survivre.",French
"Parmi les sujets au menu : les réactions au rapport Duclert sur le rôle de la France dans le génocide au Rwanda en 1994, le point sur l'aménagement du territoire au Bénin alors que le président Patrice Talon est candidat à un nouveau mandat le 11 avril, la situation dans le nord-est du Mozambique après une attaque djihadiste et la grogne des jeunes de Kankan en Guinée face au déficit énergétique. ",French
"Madagascar : l’ex-président Didier Ratsiraka est mort d'une grippe à l’âge de 84 ans; Tchad : libération de 17 manifestants, ils protestaient contre la candidature du président Idriss Déby; Mozambique : des milliers de personnes fuient la ville de Palma tombée aux mains des djihadistes; Tunisie : des militants exigent le renvoi en Italie de 282 conteneurs de déchets ménagers. ",French
"Au Tchad, de nouvelles manifestations dispersées par la police, l'opposition dénonce l'interpellation de plusieurs personnes; Niger : le bilan des attaques dans la région de Tahoua est passé à 141 morts; Rwanda : réactions après la remise du rapport sur le rôle de la France lors du génocide; football : poursuite des éliminatoires de la CAN au Cameroun. ",French
"Le Bénin : début de la campagne électorale pour la présidentielle, trois duos en lice dont le président sortant Patrice Talon; le Tchad : la famille de l’opposant Yaya Dillo dépose une plainte en France; RDC : arrestation d’un prétendu marchand d’armes originaire du Bélarus et deux de ses compagnons, leurs proches sont inquiets. ",French
"Dans l'actualité : le début de la campagne électorale au Bénin : portrait du duo Corentin Kohoué et Irénée Agossa. La présidentielle qui se prépare aussi au Tchad : suite de notre série de portraits avec ce matin l’avocate et militante des droits humaine Jacqueline Moudeina. À la Une aussi, l'Ethiopie où l'Erythrée va retirer ses troupes du Tigré selon le Premier ministre éthiopien Abiy Ahmed.",French
"Au menu : En RDC, une enquête ouverte à l’encontre de l’ex chef de la police,&nbsp;John Numbi, soupçonné dans l’assassinat de Floribert Chebeya. Amadé Ouérémi, ancien chef de guerre en Côte d'Ivoire, comparaît devant la justice pour le massacre de plus de 800 personnes à Duékoué. Le coup d’envoi de la campagne pour la présidentielle au Bénin. Nous donnons la parole au candidat Irénée Agossa.",French
"De Douala à Ouagadougou en passant par Lomé et Abidjan, nous redonnons la parole aux jeunes du continent autour des thématiques qui rythment leur quotidien. ",French
"A la une : entre autres le Niger où des interrogations demeurent toujours sur la multiplication des attaques meurtrières dans le pays, une nouvelle attaque a fait au moins une dizaine de morts… En RCA, deux juges de la Cour pénale spéciale ont prêté serment alors que les victimes des crises veulent la vérité… Également au menu, le portrait de Delphine Djiraibe de la société civile tchadienne…",French
"De confession musulmane, Fatimé Soumaïla est une militante très engagée au sein du parti Les Transformateurs de l’opposant Succès Masra.",French
"Le Niger endeuillé par de nouvelles attaques jihadistes. Au Congo-Brazzaville, le mystère plane autour de la disparition du défenseur des droits de l’homme, Alexandre Ibacka Dzabana. Sa famille est sans nouvelles de lui. Suite de notre série de portrait dans le cadre de la présidentielle du 11 avril. ",French
"Il y a 150 ans s'est tenue à Berlin la première session du Reichstag, première assemblée parlementaire de l'histoire allemande à être élue au suffrage universel. Un premier pas vers la participation des citoyens à la vie politique. // Au Brésil, de plus en plus de femmes afro-brésiliennes ont entamé une ""transition capillaire"" et privilégient les cheveux au naturel pour affirmer leur identité.",French
"Directeur de recherches scientifiques à l'Institut Pasteur de Bangui, Emmanuel Yandoko Nakoune parle des anticorps dans la lutte contre la Covid-19 et de la prévalence de cette maladie au sein de la population.",French
"Large victoire de Denis Sassou Nguesso à la présidentielle de dimanche au Congo, avec 88,57%&nbsp;des voix. La présidentielle du 11 avril au Tchad, dans ce journal, nous donnons la parole à l'ancien ministre, Jean-Bernard&nbsp;Padaré,&nbsp;l’un des soutiens du président Idriss Deby. Au Mozambique, le HCR qualifie de désespérée, la situation dans la province de Cabo Delgado où sévissent des groupes armés.",French
"Le président sortant du Congo-Brazzaville, Denis Sassou Nguesso, a été réélu avec 88,57% des voix pour un mandat de cinq ans, selon les résultats provisoires officiels de la Commission électorale, annoncés par le ministre de l'Intérieur.",French
"L’ancien chef de l'Etat centrafricain François Bozizé a quitté son parti, le KNK, pour prendre la tête de la Coalition des patriotes pour le changement (CPC).",French
"48 heures après la présidentielle au Congo-Brazzaville, les Congolais sont dans l'attente des résultats provisoires. Les premières tendances donnent une large avance au président sortant, Denis Sassou Nguesso... Au Niger, l’opposant Mahamane Ousmane rejette les résultats définitifs de la présidentielle du 27 décembre dernier donnant gagnant Mohamed Bazoum.",French
"Parmi les sujets au menu : les premières tendances issues de la présidentielle au Congo-Brazzaville très favorables au président Denis Sassou Nguesso dont le prncipal rival Guy-Brice Parfait Kolelas est mort du coronavius, un nouveau massacre de civils dans l'Ouest du Niger qui enregistre un regain d'attaques djihadistes et les sanctions occidentales contre la Chine qui riposte.",French
"La 8ème édition du festival international de slam et humour (FISH) s’est achevée au Mali avec l’engagement pris par de jeunes slameuses de dénoncer les violences basées sur le genre. Il y a un an, dans la même période, les Nations unies constataient une augmentation des violences faites aux femmes. Pour le festival, l’art oratoire peut être un moyen de mener la lutte. ",French
"Un bon accès aux soins de santé, aux programmes d'intervention précoce et à une éducation est indispensable à la croissance et au développement des personnes trisomiques. Malheureusement cela n’est pas le cas dans beaucoup de pays du continent. Les personnes atteintes de trisomie 21 sont très souvent stigmatisées. ",French
"Dans ce journal, retour sur la présidentielle au Congo-Brazzaville et la mort de l'opposant Guy-Brice Parfait Kolélas, au Cameroun, des voix s'élèvent pour encourager Franck Biya en vue de la succession de son père, Paul Biya, âgé de 88 ans et le portrait de l'ancien ministre tchadien, Hassan Syllah Ben Bakary, un des artisans de la campagne du Président Idriss Déby Itno.",French
"Notre édition spéciale sur la présidentielle au Congo-Brazzaville. Plus de 2,5 millions d’électeurs étaient invités aux urnes ce dimanche 21 mars 2021, pour désigner le futur président du pays. Notre correspondant à Brazzaville nous fait le point de la journée. Nous sommes également en ligne avec des experts pour une analyse de la vie politique et économique du Congo.",French
"Cette semaine, nous parlons d'un contenu audio numérique que l’on peut écouter n’importe où et n’importe quand. Un format de fichier particulier dont le contenu est produit automatiquement en fonction des mises à jour d'un site internet. Parce qu’il est possible de télécharger ce contenu, même si le streaming est de plus en plus utilisé comme moyen de «consommer » du podcast.",French
"Au Tchad, plusieurs personnes arrêtées ce samedi par la police alors qu’elles participaient à des rassemblements organisés par l’opposition et la société civile. En RDC, le Général John Numbi aurait quitté le pays pour se réfugier au Zimbabwe. Il est une nouvelle fois cité dans l’assassinat de Floribert Chebeya. 106 personnes secourues au large de la Libye par l'Ocean Viking.",French
"Parmi les sujets au menu : le chômage des jeunes au coeur des préoccupations des électeurs de Brazzaville à J-2 de la présidentielle du 21 mars, Wakit Tama une nouvelle mobilisation d'acteurs politiques et de la société civile contre le pouvoir au Tchad, les 10 ans de l'opération ""Aube de l'odyssée"" contre Mouammar Kadhafi et un nouveau scandale d'abus sexuels dans l'Eglise catholique allemande.",French
"Mi-février, les partenaires de l’accord de paix d’Alger de 2015 se sont réunis pour la première fois dans la ville symbole de Kidal, dans le nord du Mali. But de la réunion&nbsp;: faire avancer l'application de cet accord de paix. Où en est-on de la mise en œuvre des dispositions de cet accord&nbsp;? ",French
"L'actrice Ndèye Fily Diouf Bathily raconte à la jeune reporter #PasSansElle Latifa Léna Djiba comment elle est devenue une des héroïnes de la série à succès ""Maîtresse d'un homme marié"" au Sénégal et en quoi les fictions télévisées peuvent aider à surmonter la pandémie.",French
"Dans l'actualité: il y a 10 ans, la France et les Etats Unis notamment, lançaient des frappes aériennes contre la Libye. La présidentielle du 11 avril au Tchad, la parole à Marcelin&nbsp;Passalet de l’Union nationale pour le développement et le renouveau, le principal parti d’opposition. Et puis interview avec le ministre togolais des Affaires étrangères Robert Dussey.
",French
"L'inhumation du Golden Boy a lieu ce vendredi dans l'intimité familiale dans sa ville natale de Séguéla (nord). Le pays observe un deuil national de huit jours qui s'achève ce jour d'inhumation. Hamed Bakayoko est décédé en Allemagne, le 10 mars à l'âge de 56 ans d'un cancer. Passionné de musique, HamBak a eu droit à un hommage mercredi, aussi de la part de plusieurs acteurs du milieu du showbiz.",French
"L’interview du chef de la diplomatie Togolaise, Robert Dussey qui a séjourné en Allemagne. Le président Tanzanien John Magufuli est décédé le 17.03 des suite d’un arrêt cardiaque. Ce que contestent beaucoup de Tanzaniens. Au Congo-Brazzaville, les artistes sont mécontents, car, ils n’ont pas le droit de se produire sur scène, alors que les acteurs politiques organisent leur meeting politique.",French
"L’Organisation mondiale contre la torture&nbsp;a relevé une hausse des actes de torture dans le monde, hors situation de détention.",French
"Selon l'Onu, 647 personnes ont perdu la vie en Ituri depuis mai 2020. Les conflits ethniques et autour des terres replongent la région dans la violence.",French
L’Allemagne a exploité des mines à ciel ouvert pour en extraire de la houille brune ou du lignite pendant des décennies. Une biologiste replante aujourd’hui les paysages dévastés et réimplante des espèces dans l’environnement où elles prospéraient avant.,French
La construction d’une maison à partir de bouteilles en plastique par quatre élèves de la Tema International School au Ghana a lancé le débat sur le recyclage et les quantités de déchets plastique qui inondent le continent.,French
L’Islande a mis au point une méthode innovante pour combattre le changement climatique. Les scientifiques islandais ont développé une nouvelle machine qui absorbe le C02 directement de l’air et le stocke dans les profondeurs de la Terre.,French
"Au Rwanda, le manque de régulation de la pêche a mené à un effondrement des populations de poissons. Pour protéger les pêcheurs et les écosystèmes, le gouvernement renfloue les stocks de poissons avec des espèces natives. ",French
"Cette semaine sur Éco Afrique, nous découvrons comment restaurer des paysages dévastés par des mines et nous rencontrons une militante kenyane qui se bat avec succès contre la pollution au plomb.",French
"En Tanzanie le président John Magufuli est décédé des suites d’une crise cardiaque. Un deuil national de 14 jours a été décrété. En Guinée, une campagne de dégagement des rues est en cours à Conakry. Au Congo Brazzaville les artistes qui ne peuvent pas organiser des spectacles en raison de la Covid-19 appellent à l’aide. ",French
"Les djihadistes qui frappent fort au Mali et au Niger. Une trentaine de soldats maliens tués lundi dans le nord-est du pays, une cinquantaine de civils également tués dans la région de Tillabéri au Niger. L’ultime hommage de la Côte d’Ivoire à son Premier ministre décédé la semaine dernière. Une rencontre qui fait polémique au Tchad. Celle entre le président Déby et l’opposant Succès Masra.",French
"Vu d'Allemagne revient sur les résultats des élections régionales en Allemagne le week-end dernier. Une émission où il est aussi question des émissions de CO2 du pays pour 2020 et de paradis fiscaux à l'intérieur même du pays, dont profitent bien certaines entreprises... ",French
Les emprisonnements pour motifs politiques au Bénin inquiètent le Comité de soutien aux détenus et exilés politiques.,French
"Dans l'actualité: la rencontre entre l'opposant tchadien Succès Masra et le président Idriss Deby. Le Congo qui se prépare pour la présidentielle alors que son économie est en récession. Le respect des droits de l'homme, un impératif pour la reprise de la coopération entre l’UE et le Burundi selon Doudou Diène, le président de la commission indépendante d'enquête des Nations unies.
&nbsp;
",French
"Des milliers de maisons sont en cours de démolition à Bamako la capitale du Mali. La zone est située dans l'emprise de l'aéroport international de Bamako. Mais les sinistrés, dont certains se sont constitués en association pour défendre leurs intérêts, indiquent avoir été autorisés à s'installer sur les terrains revendiqués aujourd'hui par l'Etat.",French
Au sommaire : La suspension du vaccin d’AstraZeneca dans plusieurs pays européens dont l'Allemagne suscite le doute en Afrique où le plan de vaccination repose sur cette solution. L'ancien Premier congolais Augustin Matata Ponyo démissionne du PPRD et du FCC. Il conseille désormais le gouvernement guinéen en matière économique.,French
La planète est en proie à une urbanisation galopante. Mais les villes – petites ou grandes – sont de plus en plus vulnérables face aux événements climatiques extrêmes dus au réchauffement global. Les arbres et les plantes peuvent toutefois contribuer à réduire les risques.,French
"Cette semaine dans Éco Afrique, on découvre des pratiques forestières durables au Ghana, on rencontre un infatigable activiste anti-plastique au Sénégal et on se prend d’affection pour les vautours en voie de disparition au Kenya. ",French
L’artiste nigérian Olalekan Olasekan s’insurge contre l’abattage des arbres et le gaspillage de bois. Ses créations attirent l’attention sur les animaux et les insectes dont la déforestation détruit l’habitat.,French
"Entre autres au sommaire de l'édition : la situation des droits de l’Homme au Congo-Brazzaville. C’est la dernière semaine de campagne en vue du premier tour de la présidentielle du dimanche prochain dans ce pays... Au Mali, il n’y aura pas de procès pour l’ancien chef de la junte militaire, Amadou Sanogo et ses coaccusés. Ainsi en a décidé la justice malienne. Colère des victimes…",French
"Le 18 juin 1905, le premier train allemand au Togoland transporte un soldat de la protection militaire allemande de Lomé à Aneho. C'est là qu’il va faire la rencontre d’une jeune vendeuse de fruits. ""German Pipan"", est une fiction historique qui parle du colonialisme allemand de façon tout à fait étonnante ! Son auteur, Samuel A. Wilsi est l'invité de ce numéro de Pulsations...",French
"En RDC, ouverture de la session parlementaire du mois de Mars, alors que le nouveau gouvernement se fait toujours attendre. Au Mali la cour d'assises de Bamako a ordonné la fin, sans verdict, du procès du général Amadou Sanogo. Les dix ans de la guerre civile en Syrie et puis le point sur les resultats des élections dans deux régions d’Allemagne&nbsp;: la Rhénanie-Palatinat et le Bade-Wurtemberg.",French
"La Sape (Société des ambianceurs et des personnes élégantes) est née dans les années 1960 en République démocratique du Congo. Ce mouvement a fait de nombreux émules. L'un d'eux, nous raconte ici son histoire.",French
"Le lieu où se trouve Yaya Dillo est inconnu. Depuis l’assaut à son domicile il y à quelques jours à N’Djamena, il est introuvable, comme l’a encore confirmé le procureur de la République. L’opposant revient sur l’assaut qui a coûté la vie à ses proches. Il dénonce un simulacre d’élection, alors que les électeurs tchadiens doivent voter le 11 avril. ",French
"Interpellations, prison, mandat d’arrêts… l’opposition sur le continent a maille à partir avec la justice depuis quelques jours. Les pouvoirs en place dénoncent le terrorisme, des troubles à l'ordre public, la diffamation... Si pour certains de nos auditeurs et internautes les opposants sont des justiciables, d’autres déplorent un acharnement politique. Ils s'expriment dans ce Club.",French
"Parmi les sujets au menu : la reprise à La Haye du procès contre deux ex-chefs rebelles centrafricains, des plaintes en RDC visant l'ancien chef des renseignements Kalev Mutond, une interview exclusive avec Eddie Komboïgo le chef de file de l'opposition burkinabè qui évoque la réconciliation nationale et plaide pour le retour au pays de l'ex-président Blaise Compaoré.",French
"En Centrafrique, les électeurs étaient appelés aux urnes pour le second tour des législatives. Contrairement au premier tour en décembre marqué par une offensive rebelle, le calme semble avoir dominé la journée. Au Sénégal, le pays rend hommage à l'un de ses monuments de la chanson. Le chanteur et parolier Thione Seck est décédé ce dimanche à l'âge de 66 ans. ",French
"La RDC reporte sa campagne de vaccination contre la Covid-19. Elle devait débuter lundi prochain, mais les doutes sur la fiabilité du vaccin d’AstraZeneca ont conduit les autorités à privilégier “la prudence”. En Côte d’Ivoire, la dépouille d’Hamed Bakayoko, décédé mercredi dans un hôpital en Allemagne, est arrivée ce samedi à Abidjan.",French
"Un ""honneur pour le peuple du Niger"" disent les partisans du président. ""Une erreur"" rétorquent les adversaires de Mahamadou Issoufou. La fondation Mo Ibrahim relève la hausse de plus de 16% du PIB du Niger en 10 ans et le leadership du président qui a respecté la Constitution de son pays. Or aux yeux de certains Nigériens, l'impact est inexistant.",French
"Dans l’actualité : Mahamadou Issoufou recompensé par le prix Mo Ibrahim de la bonne gouvernance: l'ancien président allemand et membre du jury, Horst Köhler, réagit aux critiques sur notre antenne. Une autre bombe politique : l'inculpation de l’ancien président Mohamed Ould Abdel Aziz en Mauritanie. Le dossier des coupures d'internet sur le continent. Patrice Motsepe, nouveau président de la CAF.",French
"Les résultats du sommet sur l'intégration à Berlin cette semaine sont tantôt salués, tantôt décriés, considérés comme trop peu ambitieux. Vu d'Allemagne revient sur le sujet. Une émission où il est aussi question de levée des certains restrictions contre la pandémie de Covid-19, mais aussi d'annulations de festivals. Reportage aussi au Japon, à Fukushima, dix ans après la catastrophe.",French
"L’Académie de l’innovation sociale de Mpigi, près de la capitale ougandaise, aide les jeunes à concrétiser leurs rêves sociaux et environnementaux.",French
"La déforestation est un problème grandissant dans de nombreuses régions du Ghana. Pour y remédier, un entrepreneur promeut une foresterie durable et propose des produits écologiques.",French
"En faisant disparaître les cadavres d’animaux, les vautours accomplissent un remarquable travail d’élimination des déchets dans la nature. Mais ils sont menacés. Une ONG sensibilise les Kenyans au rôle vital que jouent ces rapaces dans l’écosystème.",French
Le Mobile Film Festival présente sa première sélection officielle panafricaine à la découverte des réalisateurs et réalisatrices d'Afrique. 1 Mobile - 1 Minute - 1 Film : un format qui permet d'éliminer les contraintes économiques grâce au mobile. ,French
"Au moins 2.000. C'est le nombre de personnes, à minima, tuées par les groupes armés dans l'est de la République démocratique du Congo, en 2020. La région est soumise à un réseau complexe de milices concurrentes. Aujourd'hui encore, les groupes armés y pullulent et toute nouvelle recrue est la bienvenue.",French
"Le procureur de Nouakchott a ordonné ce jeudi le placement sous contrôle judiciaire de l'ex-président Mohamed Ould Abdel Aziz ainsi qu'une dizaine de hautes personnalités pour des faits de corruption. En Côte d'Ivoire, après le décès en Allemagne du premier ministre Ahmed Bakayoko, Patrick Achi pourrait être confirmée dans ses fonctions.",French
Stupéfaction à Abidjan après la mort du Premier ministre Bakayoko. Ould Abdel Aziz inculpé en Mauritanie. Le Parlement européen examine une résolution sur la RDC.,French
"Les ennuis judiciaires de l’ancien président mauritanien, Mohamed Ould Abdel Aziz. Il est poursuivi pour ""des faits présumés de malversations financières commises pendant la décennie qu’il a passée à la tête de l’Etat"". Les Sénégalais sont de nouveau appelés à manifester samedi prochain. Au Tchad, plusieurs associations de la société civile exigent le report de la présidentielle du 11 avril.",French
"Le commerce de la viande de chien au Ghana marche très bien. C’est une viande très prisée par les consommateurs ghanéens. Conséquence, la population canine est affectée, elle diminue notamment dans l’Est du pays où des milliers de chiens sont abattus chaque année. ",French
La militante de l'Est de la RDC appelle les autorités à mettre fin aux violences des groupes armés.,French
"L'opposition progresse mais le RHDP reste majoritaire à l'Assemblée en Côte d'Ivoire. Le Mali, après 6 mois de transition. Les violences faites aux femmes dans l'Est de la RDC.",French
"Au Cameroun, l'artiste Sally Nyollo a mis en scène une comédie musicale contre les mariages précoces//En Guinée, dans la région aurifère de Siguiri, des jeunes filles travaillent pour gagner leur vie au lieu d'aller à l'école.",French
Dans l'actualité: la Côte d’Ivoire avec des réactions suite à la proclamation des résultats des législatives. Interview avec l’opposant tchadien Yaya Dillo. Il revient sur les circonstance de sa fuite et le processus électorale au Tchad. Et puis le point sur un scandale de corruption qui éclaboussent les conservateurs en Allemagne. ,French
"Au Sénégal, le président Macky Sall a appelé lundi au ""calme et à la sérénité"". La deuxième réunion du Groupe de soutien à la transition au Mali s’est tenue à Lomé. Cette réunion présidée par le Chef de l'Etat togolais a fait le point de la transition au Mali. En Côte d’Ivoire, l’état de santé du premier ministre Ahmed Bakayoko transféré de Paris à Fribourg en Allemagne dernier.",French
"L'avocate congolaise est résolument engagée dans la défense des droits de l'homme. Elle se bat contre le racisme, l'ethnicisme, les inégalités et pour les réfugiés, pour l'accès à l'éducation pour tous, pour la diversité. Elle souhaite oeuvrer en faveur d'une meilleure éducation pour l'Afrique et encourage les femmes dans le monde à éduquer leurs enfants dans le sens de la paix et de la justice.
",French
Des activistes essaient de mener une campagne de sensibilisation en vue d'éveiller les consciences sur l'existence de la Covid-19. Le pays a jusqu'ici pu éviter le pire. Mais la négligence et le scepticisme de certains pourraient provoquer une dégradation dangereuse de la situation. ,French
"Dans l'actualité: la&nbsp;journée internationale des droits des femmes. Ousmane Sonko, inculpé mais remis en liberté sous contrôle judiciaire. Et le procès du policier Derek Chauvin à l’origine du décès de George Floyd. ",French
Législatives apaisées mais chaque camp revendique la victoire en Côte d'Ivoire. Ousmane Sonko devant les juges à Dakar. Ouverture de la campagne au Congo-Brazzaville.,French
"Au sommaire : le PDCI qui revendique la victoire au lendemain des législatives en Côte d'Ivoire, les écoles fermées dès ce lundi 8 mars pour une semaine au Sénégal face aux violences, une déclaration du président égyptien Abdel Fattah al-Sissi dans le dossier du barrage sur le Nil ou encore l'armée nigériane qui annonce la libération de quatorze personnes des mains de pirates.",French
"Dans l'actualité : les élections législatives en Côte d'Ivoire ce samedi, Saleh Kebzabo qui veut empêcher la présidentielle au Tchad, plusieurs morts dans la crise liée à l'affaire Sonko au Sénégal, des soldats tchadiens prêts à être déployés dans la zone des trois frontières ou encore la Croix-Rouge qui s'inquiète des résistances dans la lutte contre Ebola en Guinée.",French
"Parmi les sujets au menu : des tensions à Dakar et en Casamance au Sénégal suite à l'arrestation de l'opposant Ousmane Sonko, l'opinion béninoise divisée sur les accusations portées contre l'opposante Reckyath Madougou, des alertes aux faux vaccins anti-Covid-19 et la visite historique du pape François en Irak.",French
"Sur le papier, la Grèce fait figure de pays progressiste en ce qui concerne la reconnaissance des personnes transgenres... mais la réalité est plus sombre.",French
"Les grandes artistes comme Bassekou Kouyaté de Ségou partagent la scène avec le groupe Songhoy Blues, fondé à Bamako en 2012 par des musiciens qui ont quitté les villes de Kidal, Gao et Tombouctou après l'installation de la Charia par des groupes islamistes. ",French
"L’Afriqu face à la préservation des droits politiques et des libertés publiques. Les exemples de violation des droits de l’homme sont légion&nbsp;: Mali, Tchad, Guinée, Sénégal, Côte d’Ivoire, Congo-Brazzaville. Comment mettre fin à cette situation&nbsp;?",French
"Vive tension au Sénégal au lendemain de violents affrontements qui ont éclaté après l'arrestation de l’opposant Ousmane Sonko. Au Bénin également, l’arrestation de l'opposante Reckya Madougou suscite des interrogations au sein de la population. ",French
"Cette semaine dans Éco Afrique, édition spéciale sur la gestion des déchets électroniques, de l’extraction minière urbaine en Afrique du Sud au recyclage d’ordinateurs au Rwanda ou de bijoux au Ghana.",French
"Devenu une plaque tournante des technologies numériques, le Rwanda doit faire face à un volume croissant de déchets électroniques. Une entreprise spécialisée dans le recyclage remet à neuf des téléphones et ordinateurs portables endommagés, pour le plus grand bénéfice des écoliers.",French
"L’humanité a produit plus de 53 millions de tonnes de déchets d’équipements électriques et électroniques en 2019. Faute de recyclage, ces déchets s’entassent dans les décharges et posent des problèmes autant pour l’environnement que pour la santé.",French
"En proportion, peu d’appareils électriques peuvent être réparés. De nombreuses pièces de rechange sont inaccessibles. Les fabricants réalisent volontairement leurs produits de cette façon, ce que le mouvement « right to repair » souhaite changer.",French
"Les déchets électroniques renferment d’importantes quantités de métaux précieux, des ressources qu’une équipe de l’Université du Cap cherche à récupérer et réutiliser de manière plus durable.",French
"Les déchets des uns font le bonheur des autres, les déchets des unes font les œuvres d’art des autres. La DW a rencontré une créatrice ghanéenne qui exerce sa créativité à partir de déchets qu’elle transforme en bijoux de mode et en meubles branchés.",French
Les batteries de voiture en fin de vie sont généralement mises au rebut. Mais un ingénieur allemand s’est donné pour mission de les recycler – en extrayant les précieuses matières premières qu’elles contiennent.,French
"Au Bénin, réaction d’Alain Oroula, le porte-parole du gouvernement béninois, au lendemain de l’arrestation de l’opposante Rekyath Madougou. Au Tchad, dix candidatures retenus pour la présidentielle. L'AfD dans le viseur des services de renseignements allemands.",French
L’ancien président mauritanien Mohamed Ould Abdel Aziz pourrait être déféré au parquet et inculpé ce mercredi. Il est poursuivi pour malversations financières durant ses dix ans de pouvoir entre 2009 et 2019. ,French
Des habitants des bidonvilles de Nairobi qui ne peuvent pas payer leur loyer sont expulsés et se retrouvent dans la rue. Plus de 90 % de ces personnes vivent dans des baraques en tôle ondulée louées auprès de chefs de gangs qui ont une sinistre réputation. ,French
"La tension au Bénin à un peu plus d’un mois de la présidentielle. L'Onu s’inquiéte de la multiplication des discours de haine en RDC.
Le point sur la réalité de ce phénomène dans l'est du pays. Et puis l’ONG Open secrets dénonce: une société allemande aurait utilisé l’Afrique du sud pour contourner un embargo sur les ventes d’armes au Moyen-Orient.",French
"Géographe, historien, et explorateur de l'Afrique, Heinrich Barth est un personnage méconnu. Il fût pourtant un explorateur extraordinaire de l'Afrique. Dans ce podcast également, des chiffres sur les agressions contre les réfugiés en Allemagne et des explications sur la chasse dont les associations ne cessent de grandir dans le pays.",French
